n,comparisons,movements
9200,21206446,21206455
9300,21557919,21557925
9300,21631594,21631602
9300,21675111,21675120
9300,21660275,21660285
9300,21849012,21849020
9300,21648894,21648901
9300,21566172,21566181
9300,21562536,21562542
9300,21653921,21653928
9300,21566188,21566197
9300,21628456,21628464
9300,21583568,21583573
9300,21466113,21466120
9300,21534930,21534939
9300,21731676,21731686
9300,21536520,21536530
9300,21816093,21816102
9300,21728567,21728576
9300,21746889,21746896
9300,21722017,21722025
9300,21606552,21606558
9300,21457623,21457634
9300,21678544,21678551
9300,21543487,21543489
9300,21493246,21493254
9300,21695658,21695663
9300,21640148,21640153
9300,21586406,21586416
9300,21644001,21644012
9300,21798657,21798668
9300,21611437,21611440
9300,21535922,21535926
9300,21785475,21785483
9300,21747585,21747598
9300,21787054,21787064
9300,21298421,21298431
9300,21452745,21452752
9300,21498553,21498561
9300,21596987,21597000
9300,21672856,21672860
9300,21463621,21463625
9300,21847431,21847444
9300,21593803,21593809
9300,21620400,21620409
9300,21779351,21779358
9300,21744431,21744439
9300,21810678,21810689
9300,21912612,21912617
9300,21587693,21587704
9300,21711659,21711668
9400,22136434,22136443
9400,22293254,22293263
9400,22056210,22056215
9400,22026110,22026121
9400,22239010,22239017
9400,22202041,22202048
9400,22053156,22053163
9400,22131956,22131966
9400,22187606,22187618
9400,21987169,21987176
9400,22181197,22181208
9400,21944535,21944543
9400,21829761,21829767
9400,22198104,22198113
9400,22360339,22360342
9400,22169646,22169649
9400,22098279,22098287
9400,21997424,21997429
9400,22245582,22245591
9400,22248777,22248783
9400,22003600,22003609
9400,22279467,22279473
9400,22383566,22383573
9400,22173828,22173835
9400,21946576,21946582
9400,22027357,22027364
9400,22137710,22137723
9400,22077245,22077252
9400,22139589,22139593
9400,22015572,22015581
9400,22024105,22024112
9400,22272017,22272025
9400,21999563,21999573
9400,21933751,21933759
9400,21773606,21773616
9400,21985045,21985051
9400,22110223,22110232
9400,22000722,22000731
9400,22052814,22052823
9400,22062987,22062997
9400,22440442,22440451
9400,22070899,22070907
9400,22089472,22089480
9400,22030653,22030661
9400,22270219,22270226
9400,22120914,22120925
9400,22005659,22005666
9400,21969776,21969789
9400,22165417,22165427
9400,21956488,21956497
9500,22536837,22536846
9500,22481654,22481664
9500,22841856,22841864
9500,22613365,22613369
9500,22676080,22676091
9500,22669392,22669406
9500,22616463,22616471
9500,22482651,22482657
9500,22790295,22790306
9500,22603927,22603937
9500,22490699,22490708
9500,22482871,22482879
9500,22537747,22537755
9500,22553836,22553844
9500,22735821,22735830
9500,22600918,22600923
9500,22487427,22487438
9500,22582928,22582934
9500,22592834,22592849
9500,22968242,22968250
9500,22567998,22568005
9500,22740829,22740835
9500,22569675,22569684
9500,22415783,22415788
9500,22511253,22511264
9500,22766011,22766028
9500,22396086,22396097
9500,22727891,22727902
9500,22742913,22742918
9500,22788094,22788100
9500,22540983,22540991
9500,22891331,22891341
9500,22450854,22450860
9500,22787554,22787562
9500,22551768,22551776
9500,22793583,22793588
9500,22810744,22810750
9500,22619069,22619081
9500,22551275,22551281
9500,22511494,22511503
9500,22715557,22715576
9500,22708501,22708518
9500,22933443,22933451
9500,22400379,22400391
9500,22788417,22788423
9500,22544695,22544702
9500,22517848,22517859
9500,22698498,22698507
9500,22480335,22480345
9500,22519153,22519163
9600,23124677,23124695
9600,23063242,23063250
9600,22910102,22910114
9600,23092693,23092701
9600,23029587,23029594
9600,23234366,23234373
9600,22949665,22949678
9600,22826187,22826193
9600,23057911,23057919
9600,23274380,23274384
9600,23069473,23069482
9600,23179087,23179093
9600,22971397,22971407
9600,23048102,23048115
9600,23298082,23298090
9600,23336992,23336999
9600,23036220,23036225
9600,23184591,23184595
9600,23166918,23166923
9600,22813861,22813871
9600,23135111,23135117
9600,23083753,23083760
9600,22961993,22962001
9600,22756379,22756386
9600,22963957,22963967
9600,22931279,22931289
9600,23018189,23018199
9600,23072468,23072477
9600,22796909,22796915
9600,23140781,23140789
9600,23167130,23167140
9600,23020732,23020741
9600,23205791,23205796
9600,23107270,23107280
9600,23036668,23036680
9600,22885278,22885285
9600,23243783,23243793
9600,23260263,23260272
9600,23169678,23169684
9600,22900067,22900075
9600,22892461,22892468
9600,23184097,23184104
9600,22923352,22923359
9600,23159250,23159258
9600,22769585,22769596
9600,22654672,22654680
9600,23036913,23036920
9600,23071076,23071087
9600,22907967,22907975
9600,22997470,22997481
9700,23474452,23474458
9700,23567857,23567861
9700,23515682,23515687
9700,23711096,23711100
9700,23480917,23480925
9700,23430134,23430149
9700,23195006,23195014
9700,23726812,23726820
9700,23626914,23626924
9700,23571117,23571128
9700,23504492,23504501
9700,23829186,23829190
9700,23442064,23442078
9700,23458000,23458012
9700,23574880,23574887
9700,23275910,23275922
9700,23760506,23760511
9700,23213875,23213886
9700,23567721,23567732
9700,23689195,23689202
9700,23610491,23610502
9700,23248567,23248575
9700,23602183,23602191
9700,23215754,23215760
9700,23429255,23429266
9700,23642112,23642123
9700,23767362,23767372
9700,23693950,23693959
9700,23481584,23481599
9700,23556164,23556176
9700,23855147,23855160
9700,23570670,23570673
9700,23701179,23701189
9700,23489050,23489054
9700,23409701,23409710
9700,23733784,23733791
9700,23635989,23636006
9700,23439662,23439671
9700,23236397,23236409
9700,23509845,23509848
9700,23624982,23624991
9700,23547066,23547078
9700,23464521,23464528
9700,23504315,23504333
9700,23550327,23550336
9700,23572322,23572332
9700,23479382,23479391
9700,23613296,23613307
9700,23695095,23695107
9700,23706042,23706047
9800,23985354,23985361
9800,23768054,23768062
9800,23750685,23750694
9800,23912356,23912361
9800,24092643,24092649
9800,23874473,23874486
9800,23814033,23814040
9800,23862914,23862920
9800,23932642,23932654
9800,24217262,24217275
9800,24188932,24188939
9800,24113659,24113663
9800,23831504,23831512
9800,23718000,23718008
9800,24168700,24168708
9800,23964538,23964552
9800,23772220,23772226
9800,23915302,23915312
9800,24161980,24161987
9800,23892770,23892777
9800,24111341,24111350
9800,23843507,23843516
9800,23946749,23946754
9800,24013062,24013072
9800,24356258,24356265
9800,23926256,23926265
9800,24227472,24227485
9800,24015668,24015678
9800,23863259,23863270
9800,23863639,23863652
9800,24041324,24041328
9800,24003670,24003684
9800,24112885,24112894
9800,24022615,24022622
9800,23951168,23951176
9800,24349402,24349411
9800,23997089,23997100
9800,23884112,23884120
9800,24056636,24056645
9800,24133692,24133698
9800,23838742,23838753
9800,23955195,23955203
9800,23968784,23968795
9800,24079595,24079600
9800,24003004,24003009
9800,23817300,23817303
9800,23889445,23889450
9800,24084077,24084087
9800,23806564,23806572
9800,23797824,23797833
9900,24672979,24672989
9900,24540192,24540197
9900,24480025,24480036
9900,24537803,24537810
9900,24306022,24306033
9900,24692010,24692024
9900,24448105,24448117
9900,24684949,24684958
9900,24197083,24197098
9900,24784620,24784629
9900,24759863,24759876
9900,24163018,24163024
9900,24285031,24285040
9900,24828061,24828068
9900,24286234,24286245
9900,24488407,24488409
9900,24421190,24421202
9900,24557579,24557587
9900,24465773,24465784
9900,24468566,24468574
9900,24507126,24507133
9900,24516320,24516329
9900,24670033,24670041
9900,24286477,24286485
9900,24729850,24729854
9900,24500950,24500956
9900,24376294,24376302
9900,24428573,24428584
9900,24757900,24757909
9900,24273310,24273316
9900,24155867,24155873
9900,24370683,24370695
9900,24457220,24457234
9900,24674621,24674630
9900,24490992,24491004
9900,24644354,24644365
9900,24660249,24660256
9900,24300356,24300366
9900,24299463,24299472
9900,24401902,24401912
9900,24723623,24723630
9900,24565455,24565463
9900,24388707,24388718
9900,24568659,24568669
9900,24290160,24290166
9900,24563957,24563963
9900,24309693,24309699
9900,24689189,24689198
9900,24504536,24504544
9900,24540216,24540223
10000,24796211,24796216
10000,24915541,24915550
10000,25045021,25045031
10000,25283209,25283217
10000,24966640,24966643
10000,25253387,25253396
10000,25216079,25216086
10000,25030040,25030045
10000,25151966,25151976
10000,24764022,24764029
10000,25044899,25044910
10000,25242002,25242013
10000,24838913,24838922
10000,25014470,25014477
10000,24973498,24973508
10000,25107592,25107600
10000,24879308,24879318
10000,24944031,24944040
10000,24968991,24969001
10000,25019026,25019034
10000,24994719,24994729
10000,25039571,25039576
10000,24686028,24686037
10000,25056305,25056311
10000,24814216,24814226
10000,25084001,25084009
10000,24984897,24984902
10000,25072140,25072153
10000,24931483,24931491
10000,25021732,25021742
10000,25197907,25197917
10000,25090263,25090270
10000,25208619,25208633
10000,25015399,25015405
10000,24849417,24849424
10000,24959498,24959506
10000,25366926,25366934
10000,24835385,24835391
10000,24977527,24977532
10000,24988628,24988641
10000,24701465,24701470
10000,25087970,25087980
10000,25381959,25381968
10000,24942538,24942547
10000,25250096,25250102
10000,24865730,24865742
10000,24692233,24692240
10000,25062553,25062562
10000,25017467,25017476
10000,25350971,25350981
